author,binding,category,depth,height,isbn10,isbn13,language,noOfPages,price,publisher,publisherDate,returnable,subTitle,title,url,weight,width
Wonder House Books, Paperback,Home::General,, 0.8 mm, 9389178460, 9789389178463, English, 96,₹207, Wonder House Books, 20 Sep 2019,,,101 Crayon Coloring: Fun Activity Book For Children,https://www.bookswagon.com/book/101-crayon-coloring-wonder-house/9789389178463, 700 gr, 21.5 mm
Vikram Sampath, Hardback,"Home::Biographies & Memoirs::Biography: general::Biography: historical, political & military::Autobiography: historical, political & military",, 236 mm, 0670090301, 9780670090303, English, 624,₹689, Penguin Random House India Pvt. Ltd, 12 Aug 2019, Y,,Savarkar,https://www.bookswagon.com/book/savarkar-vikram-sampath/9780670090303, 951 gr, 157 mm
Cal Newport, Paperback,Home::General,, 20Â  mm, 0349420211, 9780349420219, English, 304Â ,₹349, Piatkus, 31 Jan 2018,,,So Good They Can't Ignore You,https://www.bookswagon.com/book/so-good-they-cant-ignore/9780349420219,, 14Â  mm
Daniel Garrison Brinton, Paperback,Home::Society & social sciences::Psychology::Psychology: emotions,, 1.5 mm, 9388369092, 9789388369091, English, 228,₹119, Fingerprint! Publishing, 01 Oct 2018, Y, A Book of Studies and Strowings,The Pursuit of Happiness: A Book of Studies and Strowings,https://www.bookswagon.com/book/pursuit-happiness-garrison-daniel-g/9789388369091, 700 gr, 12.8 mm
Jeff Kinney , Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::Animal stories (children’s/ya),, 198 mm, 0241454158, 9780241454152, English,,₹270, Penguin Random House Children's UK, 13 Sep 2022,,,Diary of a Wimpy Kid: Big Shot (Book 16),https://www.bookswagon.com/book/diary-wimpy-kid-jeff-kinney/9780241454152, 178 gr, 129 mm
"Rastogi, Sudha", Paperback,Home::General,, 40 mm, 8122449565, 9788122449563, English, 812,₹636, New Age International Private Limited, 01 Mar 2021,,,Golden Social Science: (With Sample Papers) A book with difference for Class- 10 (For CBSE 2022 Board Exams),https://www.bookswagon.com/book/golden-social-science-rastogi-sudha/9788122449563,, 140 mm
Brandon Sanderson, Multiple copy pack,Home::Fiction::Fantasy, 22, 210 mm, 147321369X, 9781473213692, English,,"₹1,702", Orion Publishing Co, 14 May 2015, Y,,Mistborn Trilogy Boxed Set,https://www.bookswagon.com/book/mistborn-trilogy-boxed-set-brandon/9781473213692, 1732 gr, 138 mm
Karen M. McManus, Mixed media product,Home::Children & Teens::Children’s & young adult fiction & true stories::Adventure stories (children’s/ya)::Thrillers (children’s/ya),, 133 mm, 0241553725, 9780241553725,, 1424,"₹1,087", Penguin Random House Children's UK, 02 Sep 2021,,,Karen M. McManus Boxset,https://www.bookswagon.com/book/karen-m-mcmanus-boxset-karen/9780241553725, 1142 gr, 208 mm
Wonder House Books, Board Book,Home::General,, 1.8 mm, 9389567106, 9789389567106, English, 12,₹254, Wonder House Books, 14 Oct 2019,,,My First Book Of Touch And Feel - Food : Touch And Feel Board Book For CHildren,https://www.bookswagon.com/book/my-first-book-touch-feel/9789389567106, 145 gr, 13.5 mm
Ashutosh Rana, Paperback,Home::General,, 39.99992 mm, 9352669827, 9789352669820, Hindi, 200,₹207, Prabhat Prakashan - Delhi, 01 Jan 2020,,,MAUN MUSKAAN KI MAAR (PB),https://www.bookswagon.com/book/maun-muskaan-ki-maar-pb/9789352669820,, 139.99972 mm
P Ronan O'connell, Paperback,Home::General,, 28.2 mm, 113803164X, 9781138031647, English, 1536,"₹3,832", CRC Press,,,,"Bailey & Love's Short Practice of Surgery, 27th Edition: International Student's Edition",https://www.bookswagon.com/book/bailey-loves-short-practice-surgery/9781138031647,, 21.8 mm
GMAC, Paperback,Home::General,, 40 mm, 9354248616, 9789354248610, English, 1088,"₹1,793", Wiley, 01 May 2021,,,GMAT Official Guide 2022: Book + Online Question Bank,https://www.bookswagon.com/book/gmat-official-guide-2022-gmac/9789354248610,, 140 mm
Dreamland Publications, Paperback,Home::General,,, 8194136873, 9788194136873, English, 1,₹96, Dreamland Publications, 2021,,,Pop-Out in the Space- With 3D Models Colouring and Stickers,https://www.bookswagon.com/book/popout-in-space-3d-models/9788194136873,, 0.35 mm
Amish Tripathi , Paperback,Home::Fiction::Religious & spiritual fiction,, 196 mm, 9356291039, 9789356291034, English, 352,₹259, HarperCollins India, 01 Nov 2022, Y,,Legend of Suheldev: The King Who Saved India,https://www.bookswagon.com/book/legend-suheldev-amish-tripathi-na/9789356291034, 227 gr, 130 mm
Sai Gaddam, Paperback,Home::Society & social sciences::Psychology, 25, 201 mm, 0452297877, 9780452297876, English, 416,₹896, Plume Books, 29 May 2012, Y, What the Internet Tells Us About Sexual Relationships,A Billion Wicked Thoughts,https://www.bookswagon.com/book/billion-wicked-thoughts-sai-gaddam/9780452297876, 317 gr, 135 mm
Tatsuki Fujimoto, Paperback,Home::Fiction::Graphic novels::Graphic novels: manga,, 188 mm, 1974720713, 9781974720712, English, 192,₹468, Viz Media, 03 Aug 2021, Y,,"Chainsaw Man, Vol. 6",https://www.bookswagon.com/book/chainsaw-man-vol-6-tatsuki/9781974720712, 176 gr, 127 mm
Tara V. Shanbhag, Paperback,Home::Medicine::Other branches of medicine::Pharmacology,,, 8131262596, 9788131262597, English, 528,₹748, Elsevier India, 20 May 2020, Y,,"Pharmacology for Medical Graduates, 4th Updated Edition",https://www.bookswagon.com/book/pharmacology-medical-graduates-4th-updated/9788131262597,,
Anjie Chatt, Paperback,Home::Children & Teens,, 47 mm, 9353762596, 9789353762599, English, 48,₹84, Om Books International, 20 Jan 2022,,,My First Pencil Control Activity Book- Practice Pattern writing for kids,https://www.bookswagon.com/book/my-first-pencil-control-activity/9789353762599,, 254 mm
Singh , Paperback,Home::General,, 39.99992 mm, 813126243X, 9788131262436, English, 264,₹676, Elsevier Health Science, 01 Jan 2020,,,"General Anatomy with Systemic Anatomy, Radiological Anatomy, Medical Genetics, 3rd Updated Edition",https://www.bookswagon.com/book/general-systemic-radiological-anatomy-medical/9788131262436,, 139.99972 mm
"Balagurusamy, E", Paperback,Home::General,, 39.99992 mm, 9353162343, 9789353162344, English, 600,₹599, McGraw-Hill, 25 Mar 2019,,,Programming with Java | 6th Edition,https://www.bookswagon.com/book/programming-java-6th-edition-balagurusamy/9789353162344, 733.9999994 gr, 139.99972 mm
Shankar C.N. Rao, Paperback,Home::Society & social sciences::Sociology & anthropology::Sociology::Social theory,,, 8121910366, 9788121910361, English,,₹743, S Chand & Co Ltd, 01 Dec 2007,,,Sociology: Principles of Sociology with an Introduction to Social Thought,https://www.bookswagon.com/book/sociology-shankar-cn-rao/9788121910361,,
Laura Dave, Paperback,Home::Fiction::Crime & mystery,, 40 mm, 1788168593, 9781788168595, English, 320,₹413, Viper, 30 Nov 2021,,,The Last Thing He Told Me,https://www.bookswagon.com/book/last-thing-he-told-me/9781788168595, 280 gr, 140 mm
Dhingra, Paperback,Home::General,, 47 mm, 8131263835, 9788131263839, English,,"₹1,261", Elsevier, 01 Jan 2021,,,"Diseases of Ear, Nose & Throat and Head & Neck Surgery, 8e & Manual of Clinical Cases in Ear, Nose and Throat, 2e",https://www.bookswagon.com/book/diseases-throat-head-neck-surgery/9788131263839,, 254 mm
Wonder House Books, Board Book,Home::General,, 0.8 mm, 9389432383, 9789389432381, English, 10,₹239, Wonder House Books, 14 Oct 2019,,,Seek And Find - Home : Early Learning Board Books With Tabs,https://www.bookswagon.com/book/seek-find-home-wonder-house/9789389432381, 159 gr, 19.6 mm
Trishna, Paperback,Home::Children & Teens,, 47 mm, 9354498396, 9789354498398, English, 472,₹498, Pearson, 17 Feb 2022,,,Pearson IIT Foundation Physics Class 9| 2022 Edition| By Pearson,https://www.bookswagon.com/book/iit-foundation-physics-class-9/9789354498398,, 254 mm
Kannan Vaidyanathan, Paper Back,Home::Medicine::Clinical & internal medicine::Medical diagnosis,, 279 mm, 9389034981, 9789389034981, English, 844,"₹1,508", Jaypee-The Health Science Publisher, 20190930,,,Textbook of Biochemistry for Medical Students,https://www.bookswagon.com/book/textbook-biochemistry-medical-students-kannan/9789389034981,, 216 mm
Peter Casey, Hardback,Home::Biographies & Memoirs::Biography: general::Biography: business & industry,, 94 mm, 0670090220, 9780670090228, English, 228,₹489, Penguin Books India, 23 Aug 2021, Y," 1868 to 2021 an Authorized Account of the Tata Family and Their Companies with Exclusive Interviews with Ratan Tata Non-Fiction Biography, Penguin B",Story of Tata,https://www.bookswagon.com/book/story-tata-peter-casey/9780670090228, 453 gr, 150 mm
 Sadhguru, Hardback,"Home::Parenting, Family & Health::Self Help & Personal Development",, 216 mm, 0593232011, 9780593232019, English, 272,"₹1,338", Potter/Ten Speed/Harmony/Rodale, 27 Apr 2021, Y, A Yogi's Guide to Crafting Your Destiny,Karma,https://www.bookswagon.com/book/karma-sadhguru/9780593232019, 362 gr, 145 mm
Shubha Vilas, Hardcover,Home::Children & Teens::Children’s & young adult fiction & true stories::Traditional stories (children’s/ya),, 2.1 mm, 9388810910, 9789388810913, English, 224,₹758, Wonder House Books, 25 Jul 2019, Y," Illustrated Tales from Ancient India (Hardback, Special Edition)","Pandit Vishnu Sharma's Panchatantra: Illustrated Tales From Ancient India (Hardback, Special edition)",https://www.bookswagon.com/book/pandit-vishnu-sharmas-panchatantra-shubha/9789388810913, 1110 gr, 21.7 mm
"Butchart, Pamela|Blyton, Enid", Product Bundle,Home::General,, 40 mm, 1444954067, 9781444954067, English, 248,"₹1,884", Hodder Children's Books, 25 May 2019,,,Secret Seven Complete Boxset of 17 Titles,https://www.bookswagon.com/book/secret-seven-complete-boxset-17/9781444954067, 450 gr, 140 mm
Dan Brown, Paperback,Home::Fiction::Thriller / suspense,, 176 mm, 0552161276, 9780552161275,, 592,₹364, Transworld Publishers Ltd, 28 Aug 2009, Y,,The Da Vinci Code,https://www.bookswagon.com/book/da-vinci-code-dan-brown/9780552161275, 318 gr, 113 mm
Adam Silvera, Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::General fiction (children’s/ya), 21, 132 mm, 1471166201, 9781471166204,, 384,₹259, Simon & Schuster Ltd, 07 Sep 2017, Y,,They Both Die at the End,https://www.bookswagon.com/book/they-both-die-at-end/9781471166204, 272 gr, 198 mm
Paula Yurkanis Bruice, Paperback,Home::General,, 46.999906 mm, 9353948452, 9789353948450, English, 1368,"₹1,015",,,,,Organic Chemistry | 8th Edition | By Pearson,https://www.bookswagon.com/book/organic-chemistry-8th-edition-by/9789353948450,, 253.999492 mm
Emma Farrarons, Paperback,"Home::Parenting, Family & Health::Self Help & Personal Development", 9, 127 mm, 0752265628, 9780752265629,, 112,₹365, Pan MacMillan, 01 Jan 2015, Y,,The Mindfulness Colouring Book,https://www.bookswagon.com/book/mindfulness-colouring-book-emma-farrarons/9780752265629, 190 gr, 178 mm
C.D. Sharma, Paperback,Home::History & Humanities::Philosophy::Philosophy: metaphysics & ontology,, 216 mm, 8120803655, 9788120803657, English, 416,₹221, Motilal Banarsidass Publishers, 2009, N,,A critical survey of Indian philosophy,https://www.bookswagon.com/book/critical-survey-indian-philosophy-cd/9788120803657, 480 gr, 140 mm
Sudha Murty, PAPERBACK,Home::Fiction::Modern & contemporary fiction,, 196 mm, 0143103768, 9780143103769, ENGLISH, 142,₹223, Penguin Books India Pvt Ltd, 11 Dec 2007, Y,,Dollar Bahu,https://www.bookswagon.com/book/dollar-bahu-sudha-murty/9780143103769, 132 gr, 131 mm
Thomas H. Cormen, Hardback,Home::Computer & Internet::Computer programming / software development::Algorithms & data structures,, 231 mm, 026204630X, 9780262046305, English, 1312,"₹6,976", Mit Press, 01 Feb 2022, Y,,"Introduction to Algorithms, Fourth Edition",https://www.bookswagon.com/book/introduction-algorithms-fourth-edition-h/9780262046305, 2652 gr, 208 mm
Wonder House Books, Paperback,Home::Society & social sciences::Education::Schools::Pre-school & kindergarten,, 2.1 mm, 9388144929, 9789388144926, English, 16,₹47, Wonder House Books, 25 Nov 2018, Y, Early Learning Books for Children,My First 100 Words : Early Learning  Books for Children,https://www.bookswagon.com/book/my-first-100-words-wonder/9789388144926, 110 gr, 12.9 mm
Stephen Hawking, Paperback,"Home::Biographies & Memoirs::Biography: general::Biography: science, technology & engineering::Autobiography: science, technology & engineering",, 129 mm, 1473695996, 9781473695993,, 272,₹349, John Murray Press, 05 Mar 2020,,,Brief Answers to the Big Questions,https://www.bookswagon.com/book/brief-answers-big-questions-stephen/9781473695993, 222 gr, 196 mm
Munmun Ganeriwal, Paperback,Home::History & Humanities::Religion & Spirituality::Aspects of religion (non-christian)::Spirituality & religious experience,, 196 mm, 0143454382, 9780143454380, English, 300,₹239, Penguin Random House India Pvt. Ltd, 01 May 2022, Y, The Belly and Brain Diet,Yuktahaar,https://www.bookswagon.com/book/yuktahaar-munmun-ganeriwal/9780143454380, 358 gr, 124 mm
Dr Vasudev Nandan Prasad, Paperback,Home::General,,, 8177090771, 9788177090772, Hindi,,₹245, Bharati Bhawan, 2011,,,Aadhunik Hindi Vyakaran Aur Rachna,https://www.bookswagon.com/book/aadhunik-hindi-vyakaran-aur-rachna/9788177090772,,
Bilal Sidiqqi, Paperback,Home::Biographies & Memoirs::Memoirs,, 216 mm, 0143426508, 9780143426509, English, 216,₹303, Penguin Books India Pvt Ltd, 01 Mar 2016, Y,,Kiss of Life,https://www.bookswagon.com/book/kiss-life-bilal-sidiqqi-emraan/9780143426509, 700 gr, 135 mm
Sekhar Bandyopadhyay, Paperback,Home::General,,, 8125057234, 9788125057239, English, 608,₹435, Orient BlackSwan, 2014,,,Plassey to Partition and After: A History of Modern India,https://www.bookswagon.com/book/plassey-partition-after-sekhar-bandyopadhyay/9788125057239,,
 Agatha Christie, Paperback,Home::General,, 194 mm, 0007527500, 9780007527502, English, 288,₹259, HarperCollins Publishers, 26 Sep 2013, Y,,Murder on the Orient Express,https://www.bookswagon.com/book/murder-orient-express-agatha-christie/9780007527502, 196 gr, 130 mm
Leigh Bardugo, SA,Home::Children & Teens::Children’s & young adult fiction & true stories::Traditional stories (children’s/ya),, 216 mm, 125019623X, 9781250196231, English,,"₹1,883", Square Fish, 14 Nov 2017, Y," Shadow and Bone, Siege and Storm, Ruin and Rising",Shadow and Bone Trilogy Boxed Set,https://www.bookswagon.com/book/shadow-bone-trilogy-boxed-set/9781250196231, 1200 gr, 142 mm
Gandhi. M. K, Paperback,Home::Fiction::Modern & contemporary fiction,, 203 mm, 8129117304, 9788129117304, English, 542,₹236, Rupa & Co, 01 Jan 2011, N,,An Autobiography,https://www.bookswagon.com/book/autobiography-gandhi-m-m-k/9788129117304, 580 gr, 127 mm
Granville Austin, Paperback,Home::Law::Laws of specific jurisdictions::Constitutional & administrative law,, 216 mm, 0195649591, 9780195649598, English, 412,₹436, OUP India, 16 Sep 1999, Y, Cornerstone of a Nation,Indian Constitution,https://www.bookswagon.com/book/indian-constitution-granville-austin/9780195649598, 390 gr, 140 mm
"Lodha, Amit", Paperback,Home::General,, 39.99992 mm, 0143448501, 9780143448501, Hindi, 300,₹205, Penguin, 16 Dec 2020,,,Bihar Diaries,https://www.bookswagon.com/book/bihar-diaries-lodha-amit/9780143448501,, 139.99972 mm
Levi Pinfold, Paperback,Home::Children & Teens::Children’s & young adult fiction & true stories::Adventure stories (children’s/ya),, 130 mm, 000841131X, 9780008411312,, 320,₹259, HarperCollins Publishers, 06 Jan 2022,,,The Last Bear,https://www.bookswagon.com/book/last-bear-levi-pinfold-hannah/9780008411312, 270 gr, 186 mm
Rahul Singh, Paperback,"Home::Biographies & Memoirs::Biography: general::Biography: historical, political & military",, 196 mm, 0143451111, 9780143451112, English, 288,₹270, Penguin Random House India Pvt. Ltd, 01 May 2022, Y,,India's Most Fearless 3,https://www.bookswagon.com/book/indias-most-fearless-3-rahul/9780143451112, 236 gr, 128 mm
Amor Towles , Paperback,Home::Fiction::Modern & contemporary fiction, 44, 130 mm, 0099558785, 9780099558781,, 480,₹425, Cornerstone, 02 Nov 2017, Y,,A Gentleman in Moscow,https://www.bookswagon.com/book/gentleman-in-moscow-amor-towles/9780099558781, 356 gr, 197 mm
Nassim Nicholas Taleb, Paperback,Home::References & Encyclopedias::Research & information: general::Information theory, 29, 197 mm, 0141034599, 9780141034591, English, 480,₹425, Penguin Books Ltd, 28 Feb 2008, Y,,The Black Swan,https://www.bookswagon.com/book/black-swan-nassim-nicholas-taleb/9780141034591, 348 gr, 129 mm
William J. Long, Paperback,Home::Literature & literary studies::Literature: history & criticism::Literary studies: general,, 216 mm, 812913540X, 9788129135407, English, 654,₹296, Rupa Publications India, 04 Oct 2015, N, Its History And Its Significance For The Life Of The Englishspeaking World,English Literature,https://www.bookswagon.com/book/english-literature-j-william-j/9788129135407, 815 gr, 140 mm
